25.12,6.93,215.778,93.8,126.9,,126.9,126.9,0,0,49.1
25.11,6.93,215.386,93.6,126.9,,126.9,126.9,0,0,49.1
25.12,6.93,215.778,93.8,126.9,,126.9,126.9,0,0,49.1
25.1,6.93,215.286,93.6,234.7,,127.9,127.9,0,0,49.1
25.1,6.93,215.051,93.5,127,,127,127,0,0,49.1
25.1,6.93,215.051,93.5,127,,127,127,0,0,49.1
25.09,6.93,214.66,93.3,127.1,,127,127,0,0,49.1
25.09,6.93,214.66,93.3,127.1,,127.1,127.1,0,0,49.1
25.09,6.93,214.66,93.3,127.1,,127.1,127.1,0,0,49.1
25.07,6.93,213.935,93,127.2,,127.2,127.2,0,0,49.1
25.07,6.93,213.935,93,127.2,,127.2,127.2,0,0,49.1
25.11,6.93,215.386,93.6,126.9,,127,127,0,0,49.1
25.1,6.93,215.051,93.5,127,,127,127,0,0,49.1
25.12,6.93,215.778,93.8,126.9,,126.9,126.9,0,0,49.1
25.13,6.93,216.114,94,126.8,,126.8,126.8,0,0,49.1
25.14,6.93,216.362,94.1,126.8,,126.8,126.8,0,0,49.1
25.12,6.93,215.778,93.8,126.9,,126.8,126.8,0,0,49.1
25.12,6.93,215.778,93.8,126.9,,126.9,126.9,0,0,49.1
25.13,6.93,216.114,94,228.7,,126.8,126.8,0,0,49.1
25.11,6.93,215.765,93.8,25,,126.9,126.9,0,0,49.1
25.12,6.93,215.778,93.8,228.8,,126.9,126.9,0,0,49.1
25.12,6.93,215.778,93.8,126.9,,126.9,126.9,0,0,49.1
25.1,6.93,215.051,93.5,0,,127,127,0,0,49.1
25.1,6.93,215.051,93.5,127,,127,127,0,0,49.1
25.09,7.01,214.66,93.3,56,,154.3,154.3,0,0,49.1
25.09,7.03,214.66,93.3,151.8,,151.8,151.8,0,0,49.1
25.09,7.05,214.66,93.3,152,,156,156,0,0,49.1
25.07,7.05,213.935,93,152.1,,153.1,153.1,0,0,49.1
25.07,7.05,213.935,93,158.3,,153.1,153.1,0,0,49.1
25.06,7.05,213.545,92.8,56.9,,156.3,156.3,0,0,49.1
25.06,7.05,213.545,92.8,152.2,,155.3,155.3,0,0,49.1
25.05,7.05,213.211,92.7,57,,155.3,155.3,0,0,49.1
25.04,7.05,212.822,92.5,51.2,,154.4,154.4,0,0,49.1
25.04,7.05,212.822,92.5,152.3,,152.4,152.4,0,0,49.1
25.06,7.05,213.545,92.8,354.7,,152.2,152.2,0,0,49.1
25.05,7.05,213.211,92.7,50.9,,152.2,152.2,0,0,49.1
25.09,7.05,214.673,93.3,563.1,,153.1,153.1,0,0,49.1
25.11,7.05,215.252,93.6,355.2,,151.9,151.9,0,0,49.1
25.11,7.05,215.438,93.7,151.8,,151.8,151.8,0,0,49.1
25.13,7.05,216.114,94,355.4,,151.7,151.7,0,0,49.1
25.17,7.05,217.257,94.5,457.4,,152.5,152.5,0,0,49.6
25.18,7.05,217.968,94.8,253.8,,151.3,151.3,0,0,51.5
25.2,7.05,218.7,95.1,362.1,,152.1,152.1,0,0,51.5
25.21,7.05,219.265,95.3,253.8,,151,151,0,0,51.2
25.19,7.05,218.362,94.9,0,,151,151,0,0,50.8
25.2,7.05,218.7,95.1,151.1,,151.1,151.1,0,0,51.2
25.2,7.04,218.7,95.1,145.1,,147.1,147.1,0,0,51.3
25.18,7.02,217.968,94.8,145.1,,142.1,142.1,0,0,51.1
25.19,7.02,218.362,94.9,150.9,,151,151,0,0,50.3
25.18,7.03,217.968,94.8,151.1,,151,151,0,0,49.6
25.17,7.03,217.574,94.6,151.2,,151.2,151.2,0,0,47
25.17,7.03,217.574,94.6,151.2,,151.2,151.2,0,0,47.4
25.15,7.03,216.843,94.3,151.3,,151.3,151.3,0,0,49.5
25.15,7.03,216.843,94.3,151.3,,151.3,151.3,0,0,49.1
25.14,7.03,216.506,94.1,151.4,,151.4,151.4,0,0,48.2
25.13,7.03,216.114,94,151.5,,151.5,151.5,0,0,49.8
25.13,7.03,216.114,94,151.5,,151.5,151.5,0,0,52
25.14,7.03,216.506,94.1,151.4,,151.4,151.4,0,0,53
25.13,7.03,216.114,94,151.5,,151.4,151.4,0,0,51.4
25.15,7.03,216.809,94.3,151.3,,151.4,151.4,0,0,51.4
25.15,7.03,216.843,94.3,151.3,,151.3,151.3,0,0,50.5
25.15,7.03,216.63,94.2,49.2,,151.4,151.4,0,0,49.7
25.2,7.03,218.7,95.1,150.9,,151,151,0,0,51.2
25.2,7.03,218.7,95.1,150.9,,150.9,150.9,0,0,50.7
25.23,7.03,219.83,95.6,150.7,,150.9,150.9,0,0,51.5
25.26,7.03,220.908,96.1,459.4,,150.6,150.6,0,0,50.7
25.2,7.04,218.7,95.1,0,,154.9,154.9,0,0,50.4
25.23,7.05,219.593,95.5,362.5,,157,157,0,0,49.8
25.2,7.05,218.726,95.1,0,,157,157,0,0,49.3
25.19,7.05,218.362,94.9,54.7,,157.2,157.2,0,0,50
25.2,7.05,218.7,95.1,259.6,,157.1,157.1,0,0,49.7
25.19,7.05,218.362,94.9,54.7,,157.2,157.2,0,0,49.6
25.19,7.06,218.362,94.9,163.3,,166.4,166.4,0,0,47.1
25.18,7.07,217.968,94.8,61,,166.4,166.4,0,0,48
25.15,7.07,216.843,94.3,0,,168.8,168.8,0,0,48.1
25.15,7.07,217.452,94.5,374.4,,167.7,167.7,0,0,48.4
25.14,7.07,216.506,94.1,67.7,,169.9,169.9,0,0,48.6
