time,level,rain,acc_rain
2011012702,1.04,0,1
2011012703,1.04,0,1
2011012704,1.04,0,1
2011012705,1.04,0,1
2011012706,1.04,0,1
2011012707,1.04,0,1
2011012708,1.04,0,1
2011012709,1.04,0,1
2011012710,1.04,0,1
2011012711,1.04,0,1
2011012712,1.04,0,1
2011012713,1.04,0,1
2011012714,1.04,0,1
2011012715,1.04,0,1
2011012716,1.04,0,1
2011012717,1.04,0,1
2011012718,1.04,0,1
2011012719,1.04,0,1
2011012720,1.04,0,1
2011012721,1.04,0,1
2011012722,1.04,0,1
2011012723,1.04,0,1
2011012724,1.04,0,1
2011012801,1.04,0,1
2011012802,1.04,0,1
2011012803,1.04,0,1
2011012804,1.04,0,1
2011012805,1.04,0,1
2011012806,1.04,0,1
2011012807,1.04,0,1
2011012808,1.04,0,1
2011012809,1.04,0,1
2011012810,1.04,0,1
2011012811,1.04,0,1
2011012812,1.04,0,1
2011012813,1.04,0,1
2011012814,1.04,0,1
2011012815,1.04,0,1
2011012816,1.04,0,1
2011012817,1.04,0,1
2011012818,1.04,0,1
2011012819,1.04,0,1
2011012820,1.04,0,1
2011012821,1.04,0,1
2011012822,1.04,0,1
2011012823,1.04,0,1
2011012824,1.04,0,1
2011012901,1.04,0,1
2011012902,1.04,0,1
2011012903,1.04,0,1
2011012904,1.04,0,1
2011012905,1.04,0,1
2011012906,1.04,0,1
2011012907,1.04,0,1
2011012908,1.04,0,1
2011012909,1.04,0,1
2011012910,1.04,0,1
2011012911,1.04,0,1
2011012912,1.04,0,1
2011012913,1.04,0,1
2011012914,1.04,0,1
2011012915,1.04,0,1
2011012916,1.04,0,1
2011012917,1.04,0,1
2011012918,1.04,0,1
2011012919,1.04,0,1
2011012920,1.04,0,1
2011012921,1.04,0,1
2011012922,1.04,0,1
2011012923,1.04,0,1
2011012924,1.04,0,1
2011013001,1.04,0,1
2011013002,1.04,0,1
2011013003,1.04,0,1
2011013004,1.04,0,1
2011013005,1.04,0,1
2011013006,1.04,0,1
2011013007,1.04,0,1
2011013008,1.04,0,1
2011013009,1.04,0,1
2011013010,1.04,0,1
2011013011,1.04,0,1
2011013012,1.04,0,1
2011013013,1.04,0,1
2011013014,1.04,0,1
2011013015,1.04,0,1
2011013016,1.04,0,1
2011013017,1.04,0,1
2011013018,1.04,0,1
2011013019,1.04,0,1
2011013020,1.04,0,1
2011013021,1.04,0,1
2011013022,1.04,0,1
2011013023,1.04,0,1
2011013024,1.04,0,1
2011013101,1.04,0,1
2011013102,1.04,0,1
2011013103,1.04,0,1
2011013104,1.04,0,1
2011013105,1.04,0,1
2011013106,1.04,0,1
2011013107,1.04,0,1
2011013108,1.04,0,1
2011013109,1.04,0,1
2011013110,1.04,0,1
2011013111,1.04,0,1
2011013112,1.04,0,1
2011013113,1.04,0,1
2011013114,1.04,0,1
2011013115,1.04,0,1
2011013116,1.04,0,1
2011013117,1.04,0,1
2011013118,1.04,0,1
2011013119,1.04,0,1
2011013120,1.04,0,1
2011013121,1.04,0,1
2011013122,1.04,0,1
2011013123,1.04,0,1
2011013124,1.04,0,1
2011020101,1.04,0,1
2011020102,1.04,0,1
2011020103,1.04,0,1
2011020104,1.04,0,1
2011020105,1.04,0,1
2011020106,1.04,0,1
2011020107,1.04,0,1
2011020108,1.04,0,1
2011020109,1.04,0,1
2011020110,1.04,0,1
2011020111,1.04,0,1
2011020112,1.04,0,1
2011020113,1.04,0,1
2011020114,1.04,0,1
2011020115,1.04,0,1
2011020116,1.04,0,1
2011020117,1.04,0,1
2011020118,1.04,0,1
2011020119,1.04,0,1
2011020120,1.04,0,1
2011020121,1.04,0,1
2011020122,1.04,0,1
2011020123,1.04,0,1
2011020124,1.04,0,1
2011020201,1.04,0,1
2011020202,1.04,0,1
2011020203,1.04,0,1
2011020204,1.04,0,1
2011020205,1.04,0,1
2011020206,1.04,0,1
2011020207,1.04,0,1
2011020208,1.04,0,1
2011020209,1.04,0,1
2011020210,1.04,0,1
2011020211,1.04,0,1
2011020212,1.04,0,1
2011020213,1.04,0,1
2011020214,1.04,0,1
2011020215,1.04,0,1
2011020216,1.04,0,1
2011020217,1.04,0,1
2011020218,1.04,0,1
2011020219,1.04,0,1
2011020220,1.04,0,1
2011020221,1.04,0,1
2011020222,1.04,0,1
2011020223,1.04,0,1
2011020224,1.04,0,1
2011020301,1.04,0,1
2011020302,1.04,0,1
2011020303,1.04,0,1
2011020304,1.04,0,1
2011020305,1.04,0,1
2011020306,1.04,0,1
2011020307,1.04,0,1
2011020308,1.04,0,1
2011020309,1.04,0,1
2011020310,1.04,0,1
2011020311,1.04,0,1
2011020312,1.04,0,1
2011020313,1.04,0,1
2011020314,1.04,0,1
2011020315,1.04,0,1
2011020316,1.04,0,1
2011020317,1.04,0,1
2011020318,1.04,0,1
2011020319,1.04,0,1
2011020320,1.04,0,1
2011020321,1.04,0,1
2011020322,1.04,0,1
2011020323,1.04,0,1
2011020324,1.04,0,1
2011020401,1.04,0,1
2011020402,1.04,0,1
2011020403,1.04,0,1
2011020404,1.04,0,1
2011020405,1.04,0,1
2011020406,1.04,0,1
2011020407,1.04,0,1
2011020408,1.04,0,1
2011020409,1.04,0,1
2011020410,1.04,0,1
2011020411,1.04,0,1
2011020412,1.04,0,1
2011020413,1.04,0,1
2011020414,1.04,0,1
2011020415,1.04,0,1
2011020416,1.04,0,1
2011020417,1.04,0,1
2011020418,1.04,0,1
2011020419,1.04,0,1
2011020420,1.04,0,1
2011020421,1.04,0,1
2011020422,1.04,0,1
2011020423,1.04,0,1
2011020424,1.04,0,1
2011020501,1.04,0,1
2011020502,1.04,0,1
2011020503,1.04,0,1
2011020504,1.04,0,1
2011020505,1.04,0,1
2011020506,1.04,0,1
2011020507,1.04,0,1
2011020508,1.04,0,1
2011020509,1.04,0,1
2011020510,1.04,0,1
2011020511,1.04,0,1
2011020512,1.04,0,1
2011020513,1.04,0,1
2011020514,1.04,0,1
2011020515,1.04,0,1
2011020516,1.04,0,1
2011020517,1.04,0,1
2011020518,1.04,0,1
2011020519,1.04,0,1
2011020520,1.04,0,1
2011020521,1.04,0,1
2011020522,1.04,0,1
2011020523,1.04,0,1
2011020524,1.04,0,1
2011020601,1.04,0,1
2011020602,1.04,0,1
2011020603,1.04,0,1
2011020604,1.04,0,1
2011020605,1.04,0,1
2011020606,1.04,0,1
2011020607,1.04,0,1
2011020608,1.04,0,1
2011020609,1.04,0,1
2011020610,1.04,0,1
2011020611,1.04,0,1
2011020612,1.04,0,1
2011020613,1.04,0,1
2011020614,1.04,0,1
2011020615,1.04,0,1
2011020616,1.04,0,1
2011020617,1.04,0,1
2011020618,1.04,0,1
2011020619,1.04,0,1
2011020620,1.04,0,1
2011020621,1.04,0,1
2011020622,1.04,0,1
2011020623,1.04,0,1
2011020624,1.04,0,1
2011020701,1.04,0,1
2011020702,1.04,0,1
2011020703,1.04,0,1
2011020704,1.04,0,1
2011020705,1.04,0,1
2011020706,1.04,0,1
2011020707,1.04,0,1
2011020708,1.04,0,1
2011020709,1.04,0,1
2011020710,1.04,0,1
2011020711,1.04,0,1
2011020712,1.04,0,1
2011020713,1.04,0,1
2011020714,1.04,0,1
2011020715,1.04,0,1
2011020716,1.04,0,1
2011020717,1.04,0,1
2011020718,1.04,0,1
2011020719,1.04,0,1
2011020720,1.04,0,1
2011020721,1.04,0,1
2011020722,1.04,0,1
2011020723,1.04,0,1
2011020724,1.04,0,1
2011020801,1.04,0,1
2011020802,1.04,0,1
2011020803,1.04,0,1
2011020804,1.04,0,1
2011020805,1.04,0,1
2011020806,1.04,0,1
2011020807,1.04,0,1
2011020808,1.04,0,1
2011020809,1.04,0,1
2011020810,1.04,0,1
2011020811,1.04,0,1
2011020812,1.04,0,1
2011020813,1.04,0,1
2011020814,1.04,0,1
2011020815,1.04,0,1
2011020816,1.04,0,1
2011020817,1.04,0,1
2011020818,1.04,0,1
2011020819,1.04,0,1
2011020820,1.04,0,1
2011020821,1.04,0,1
2011020822,1.04,0,1
2011020823,1.04,0,1
2011020824,1.04,0,1
2011020901,1.04,0,1
2011020902,1.04,0,1
2011020903,1.04,0,1
2011020904,1.04,0,1
2011020905,1.04,0,1
2011020906,1.04,0,1
2011020907,1.04,0,1
2011020908,1.04,0,1
2011020909,1.04,0,1
2011020910,1.04,0,1
2011020911,1.04,0,1
2011020912,1.04,0,1
2011020913,1.04,0,1
2011020914,1.04,0,1
2011020915,1.04,0,1
2011020916,1.04,0,1
2011020917,1.04,0,1
2011020918,1.04,0,1
2011020919,1.04,0,1
2011020920,1.04,0,1
2011020921,1.04,0,1
2011020922,1.04,0,1
2011020923,1.04,0,1
2011020924,1.04,0,1
2011021001,1.04,0,1
2011021002,1.04,0,1
2011021003,1.04,0,1
2011021004,1.04,0,1
2011021005,1.04,0,1
2011021006,1.04,0,1
2011021007,1.04,0,1
2011021008,1.04,0,1
2011021009,1.04,0,1
2011021010,1.04,0,1
2011021011,1.04,0,1
2011021012,1.04,0,1
2011021013,1.04,0,1
2011021014,1.04,0,1
2011021015,1.04,0,1
2011021016,1.04,0,1
2011021017,1.04,0,1
2011021018,1.04,0,1
2011021019,1.04,0,1
2011021020,1.04,0,1
2011021021,1.04,0,1
2011021022,1.04,0,1
2011021023,1.04,0,1
2011021024,1.04,0,1
2011021101,1.04,0,1
2011021102,1.04,0,1
2011021103,1.04,0,1
2011021104,1.04,0,1
2011021105,1.04,0,1
2011021106,1.04,0,1
2011021107,1.04,0,1
2011021108,1.04,0,1
2011021109,1.04,0,1
2011021110,1.04,0,1
2011021111,1.04,0,1
2011021112,1.04,0,1
2011021113,1.04,0,1
2011021114,1.04,0,1
2011021115,1.04,0,1
2011021116,1.04,0,1
2011021117,1.04,0,1
2011021118,1.04,0,1
2011021119,1.04,0,1
2011021120,1.04,0,1
2011021121,1.04,0,1
2011021122,1.04,0,1
2011021123,1.04,0,1
2011021124,1.04,0,1
2011021201,1.04,0,1
2011021202,1.04,0,1
2011021203,1.04,0,1
2011021204,1.04,0,1
2011021205,1.04,0,1
2011021206,1.04,0,1
2011021207,1.04,0,1
2011021208,1.04,0,1
2011021209,1.04,0,1
2011021210,1.04,0,1
2011021211,1.04,0,1
2011021212,1.04,0,1
2011021213,1.04,0,1
2011021214,1.04,0,1
2011021215,1.04,0,1
2011021216,1.04,0,1
2011021217,1.04,0,1
2011021218,1.04,0,1
2011021219,1.04,0,1
2011021220,1.04,0,1
2011021221,1.04,0,1
2011021222,1.04,0,1
2011021223,1.04,0,1
2011021224,1.04,0,1
2011021301,1.04,0,1
2011021302,1.04,0,1
2011021303,1.04,0,1
2011021304,1.04,0,1
2011021305,1.04,0,1
2011021306,1.04,0,1
2011021307,1.04,0,1
2011021308,1.04,0,1
2011021309,1.04,0,1
2011021310,1.04,0,1
2011021311,1.04,0,1
2011021312,1.04,0,1
2011021313,1.04,0,1
2011021314,1.04,0,1
2011021315,1.04,0,1
2011021316,1.04,0,1
2011021317,1.04,0,1
2011021318,1.04,0,1
2011021319,1.04,0,1
2011021320,1.04,0,1
2011021321,1.04,0,1
2011021322,1.04,0,1
2011021323,1.04,0,1
2011021324,1.04,0,1
2011021401,1.04,0,1
2011021402,1.04,0,1
2011021403,1.04,0,1
2011021404,1.04,0,1
2011021405,1.04,0,1
2011021406,1.04,0,1
2011021407,1.04,0,1
2011021408,1.04,0,1
2011021409,1.04,0,1
2011021410,1.04,0,1
2011021411,1.04,0,1
2011021412,1.04,0,1
2011021413,1.04,0,1
2011021414,1.04,0,1
2011021415,1.04,0,1
2011021416,1.04,0,1
2011021417,1.04,0,1
2011021418,1.04,0,1
2011021419,1.04,0,1
2011021420,1.04,0,1
2011021421,1.04,0,1
2011021422,1.04,0,1
2011021423,1.04,0,1
2011021424,1.04,0,1
2011021501,1.04,0,1
2011021502,1.04,0,1
2011021503,1.04,0,1
2011021504,1.04,0,1
2011021505,1.04,0,1
2011021506,1.04,0,1
2011021507,1.04,0,1
2011021508,1.04,0,1
2011021509,1.04,0,1
2011021510,1.04,0,1
2011021511,1.04,0,1
2011021512,1.04,0,1
2011021513,1.04,0,1
2011021514,1.04,0,1
2011021515,1.04,0,1
2011021516,1.04,0,1
2011021517,1.04,0,1
2011021518,1.04,0,1
2011021519,1.04,0,1
2011021520,1.04,0,1
2011021521,1.04,0,1
2011021522,1.04,0,1
2011021523,1.04,0,1
2011021524,1.04,0,1
2011021601,1.04,0,1
2011021602,1.04,0,1
2011021603,1.04,0,1
2011021604,1.04,0,1
2011021605,1.04,0,1
2011021606,1.04,0,1
2011021607,1.04,0,1
2011021608,1.04,0,1
2011021609,1.04,0,1
2011021610,1.04,0,1
2011021611,1.04,0,1
2011021612,1.04,0,1
2011021613,1.04,0,1
2011021614,1.04,0,1
2011021615,1.04,0,1
2011021616,1.04,0,1
2011021617,1.04,0,1
2011021618,1.04,0,1
2011021619,1.04,0,1
2011021620,1.04,0,1
2011021621,1.04,0,1
2011021622,1.04,0,1
2011021623,1.04,0,1
2011021624,1.04,0,1
2011021701,1.04,1,2
2011021702,1.04,1,3
2011021703,1.04,0,3
2011021704,1.04,1,4
2011021705,1.04,0,4
2011021706,1.04,0,4
2011021707,1.04,0,4
2011021708,1.04,0,4
2011021709,1.04,0,4
2011021710,1.04,0,4
2011021711,1.04,0,4
2011021712,1.04,0,4
2011021713,1.04,0,4
2011021714,1.04,0,4
2011021715,1.04,0,4
2011021716,1.04,0,4
2011021717,1.04,0,4
2011021718,1.04,0,4
2011021719,1.04,0,4
2011021720,1.04,0,4
2011021721,1.04,0,4
2011021722,1.04,0,4
2011021723,1.04,0,4
2011021724,1.04,0,4
2011021801,1.04,0,4
2011021802,1.04,0,4
2011021803,1.04,0,4
2011021804,1.04,0,4
2011021805,1.04,0,4
2011021806,1.04,0,4
2011021807,1.04,0,4
2011021808,1.04,0,4
2011021809,1.04,0,4
2011021810,1.04,0,4
2011021811,1.04,0,4
2011021812,1.04,0,4
2011021813,1.04,0,4
2011021814,1.04,0,4
2011021815,1.04,0,4
2011021816,1.04,0,4
2011021817,1.04,0,4
2011021818,1.04,0,4
2011021819,1.04,0,4
2011021820,1.04,0,4
2011021821,1.04,0,4
2011021822,1.04,0,4
2011021823,1.04,0,4
2011021824,1.04,0,4
2011021901,1.04,0,4
2011021902,1.04,0,4
2011021903,1.04,0,4
2011021904,1.04,0,4
2011021905,1.04,0,4
2011021906,1.04,0,4
2011021907,1.04,0,4
2011021908,1.04,0,4
2011021909,1.04,0,4
2011021910,1.04,0,4
2011021911,1.04,0,4
2011021912,1.04,0,4
2011021913,1.04,0,4
2011021914,1.04,0,4
2011021915,1.04,0,4
2011021916,1.04,0,4
2011021917,1.04,0,4
2011021918,1.04,0,4
2011021919,1.04,0,4
2011021920,1.04,0,4
2011021921,1.04,0,4
2011021922,1.04,0,4
2011021923,1.04,0,4
2011021924,1.04,0,4
2011022001,1.04,0,4
2011022002,1.04,0,4
2011022003,1.04,0,4
2011022004,1.04,0,4
2011022005,1.04,0,4
2011022006,1.04,0,4
2011022007,1.04,0,4
2011022008,1.04,0,4
2011022009,1.04,0,4
2011022010,1.04,0,4
2011022011,1.04,0,4
2011022012,1.04,0,4
2011022013,1.04,0,4
2011022014,1.04,0,4
2011022015,1.04,0,4
2011022016,1.04,0,4
2011022017,1.04,0,4
2011022018,1.04,0,4
2011022019,1.04,0,4
2011022020,1.04,0,4
2011022021,1.04,0,4
2011022022,1.04,0,4
2011022023,1.04,0,4
2011022024,1.04,0,4
2011022101,1.04,0,4
2011022102,1.04,0,4
2011022103,1.04,0,4
2011022104,1.04,0,4
2011022105,1.04,0,4
2011022106,1.04,0,4
2011022107,1.04,0,4
2011022108,1.04,0,4
2011022109,1.04,0,4
2011022110,1.04,0,4
2011022111,1.04,0,4
2011022112,1.04,0,4
2011022113,1.04,0,4
2011022114,1.04,0,4
2011022115,1.04,0,4
2011022116,1.04,0,4
2011022117,1.04,0,4
2011022118,1.04,0,4
2011022119,1.04,0,4
2011022120,1.04,0,4
2011022121,1.04,0,4
2011022122,1.04,0,4
2011022123,1.04,0,4
2011022124,1.04,0,4
2011022201,1.04,0,4
2011022202,1.04,0,4
2011022203,1.04,0,4
2011022204,1.04,0,4
2011022205,1.04,0,4
2011022206,1.04,0,4
2011022207,1.04,0,4
2011022208,1.04,0,4
2011022209,1.04,0,4
2011022210,1.04,0,4
2011022211,1.04,0,4
2011022212,1.04,0,4
2011022213,1.04,0,4
2011022214,1.04,0,4
2011022215,1.04,0,4
2011022216,1.04,0,4
2011022217,1.04,0,4
2011022218,1.04,0,4
2011022219,1.04,0,4
2011022220,1.04,0,4
2011022221,1.04,0,4
2011022222,1.04,0,4
2011022223,1.04,0,4
2011022224,1.04,0,4
2011022301,1.04,0,4
2011022302,1.04,0,4
2011022303,1.04,0,4
2011022304,1.04,0,4
2011022305,1.04,0,4
2011022306,1.04,0,4
2011022307,1.04,0,4
2011022308,1.04,0,4
2011022309,1.04,0,4
2011022310,1.04,0,4
2011022311,1.04,0,4
2011022312,1.04,0,4
2011022313,1.04,0,4
2011022314,1.04,0,4
2011022315,1.04,0,4
2011022316,1.04,0,4
2011022317,1.04,0,4
2011022318,1.04,0,4
2011022319,1.04,0,4
2011022320,1.04,0,4
2011022321,1.04,0,4
2011022322,1.04,0,4
2011022323,1.04,0,4
2011022324,1.04,0,4
2011022401,1.04,0,4
2011022402,1.04,0,4
2011022403,1.04,0,4
2011022404,1.04,0,4
2011022405,1.04,0,4
2011022406,1.04,0,4
2011022407,1.04,0,4
2011022408,1.04,0,4
2011022409,1.04,0,4
2011022410,1.04,0,4
2011022411,1.04,0,4
2011022412,1.04,0,4
2011022413,1.04,0,4
2011022414,1.04,0,4
2011022415,1.04,0,4
2011022416,1.04,0,4
2011022417,1.04,0,4
2011022418,1.04,0,4
2011022419,1.04,0,4
2011022420,1.04,0,4
2011022421,1.04,0,4
2011022422,1.04,0,4
2011022423,1.04,0,4
2011022424,1.04,0,4
2011022501,1.04,0,4
2011022502,1.04,0,4
2011022503,1.04,0,4
2011022504,1.04,0,4
2011022505,1.04,0,4
2011022506,1.04,0,4
2011022507,1.04,0,4
2011022508,1.04,0,4
2011022509,1.04,0,4
2011022510,1.04,0,4
2011022511,1.04,0,4
2011022512,1.04,0,4
2011022513,1.04,0,4
2011022514,1.04,0,4
2011022515,1.04,0,4
2011022516,1.04,0,4
2011022517,1.04,0,4
2011022518,1.04,0,4
2011022519,1.04,0,4
2011022520,1.04,0,4
2011022521,1.04,0,4
2011022522,1.04,0,4
2011022523,1.04,0,4
2011022524,1.04,0,4
2011022601,1.04,0,4
2011022602,1.04,0,4
2011022603,1.03,0,4
2011022604,1.03,0,4
2011022605,1.03,0,4
2011022606,1.03,0,4
2011022607,1.03,0,4
2011022608,1.03,0,4
2011022609,1.02,0,4
2011022610,1.02,0,4
2011022611,1.02,0,4
2011022612,1.02,0,4
2011022613,1.02,0,4
2011022614,1.02,0,4
2011022615,1.02,0,4
2011022616,1.02,0,4
2011022617,1.01,0,4
2011022618,1.01,0,4
2011022619,1.01,0,4
2011022620,1.01,0,4
2011022621,1.01,0,4
2011022622,1.01,0,4
2011022623,1.01,0,4
2011022624,1.01,0,4
2011022701,1.01,0,4
2011022702,1.01,0,4
2011022703,1.01,0,4
2011022704,1,0,4
2011022705,1,0,4
2011022706,1,0,4
2011022707,1,0,4
2011022708,1,0,4
2011022709,1,0,4
2011022710,1,0,4
2011022711,1.01,0,4
2011022712,1.02,0,4
2011022713,1.05,0,4
2011022714,1.09,0,4
2011022715,1.15,0,4
2011022716,1.23,0,4
2011022717,1.32,0,4
2011022718,1.31,0,4
2011022719,1.3,0,4
2011022720,1.27,0,4
2011022721,1.27,0,4
2011022722,1.27,0,4
2011022723,1.27,0,4
2011022724,1.28,0,4
2011022801,1.32,0,4
2011022802,1.36,0,4
2011022803,1.36,0,4
2011022804,1.35,0,4
2011022805,1.34,0,4
2011022806,1.32,0,4
2011022807,1.31,0,4
2011022808,1.3,0,4
2011022809,1.29,0,4
2011022810,1.29,0,4
2011022811,1.29,0,4
2011022812,1.29,0,4
2011022813,1.29,0,4
2011022814,1.29,0,4
2011022815,1.28,0,4
2011022816,1.27,0,4
2011022817,1.27,0,4
2011022818,1.26,0,4
2011022819,1.26,0,4
2011022820,1.25,0,4
2011022821,1.25,0,4
2011022822,1.24,0,4
2011022823,1.24,0,4
2011022824,1.23,0,4
2011030101,1.23,0,4
2011030102,1.23,1,5
2011030103,1.23,0,5
2011030104,1.22,0,5
2011030105,1.22,1,6
2011030106,1.22,0,6
2011030107,1.22,1,7
2011030108,1.22,0,7
2011030109,1.21,0,7
2011030110,1.21,0,7
2011030111,1.21,0,7
2011030112,1.21,0,7
2011030113,1.2,0,7
2011030114,1.2,0,7
2011030115,1.2,0,7
2011030116,1.2,0,7
2011030117,1.19,0,7
2011030118,1.19,0,7
2011030119,1.19,0,7
2011030120,1.19,0,7
2011030121,1.19,0,7
2011030122,1.19,0,7
2011030123,1.18,0,7
2011030124,1.18,0,7
2011030201,1.18,0,7
2011030202,1.18,0,7
2011030203,1.18,0,7
2011030204,1.18,0,7
2011030205,1.18,0,7
2011030206,1.18,0,7
2011030207,1.17,0,7
2011030208,1.17,0,7
2011030209,1.17,0,7
2011030210,1.17,0,7
2011030211,1.17,0,7
2011030212,1.17,0,7
2011030213,1.16,0,7
2011030214,1.16,0,7
2011030215,1.16,0,7
2011030216,1.16,0,7
2011030217,1.16,0,7
2011030218,1.16,0,7
2011030219,1.16,0,7
2011030220,1.15,0,7
2011030221,1.15,0,7
2011030222,1.15,0,7
2011030223,1.15,0,7
2011030224,1.15,0,7
2011030301,1.15,0,7
2011030302,1.15,0,7
2011030303,1.15,0,7
2011030304,1.15,0,7
2011030305,1.15,0,7
2011030306,1.15,0,7
2011030307,1.14,0,7
2011030308,1.14,0,7
2011030309,1.14,0,7
2011030310,1.14,0,7
2011030311,1.14,0,7
2011030312,1.14,0,7
2011030313,1.13,0,7
2011030314,1.13,0,7
2011030315,1.13,0,7
2011030316,1.13,0,7
2011030317,1.13,0,7
2011030318,1.13,0,7
2011030319,1.13,0,7
2011030320,1.13,0,7
2011030321,1.13,0,7
2011030322,1.13,0,7
2011030323,1.13,0,7
2011030324,1.13,0,7
2011030401,1.13,0,7
2011030402,1.13,0,7
2011030403,1.12,0,7
2011030404,1.12,0,7
2011030405,1.12,0,7
2011030406,1.12,0,7
2011030407,1.12,0,7
2011030408,1.12,0,7
2011030409,1.12,0,7
2011030410,1.12,0,7
2011030411,1.12,0,7
2011030412,1.11,0,7
2011030413,1.11,0,7
2011030414,1.11,0,7
2011030415,1.11,0,7
2011030416,1.11,0,7
2011030417,1.11,0,7
2011030418,1.11,0,7
2011030419,1.11,0,7
2011030420,1.11,0,7
2011030421,1.11,0,7
2011030422,1.11,0,7
2011030423,1.11,0,7
2011030424,1.11,0,7
2011030501,1.11,0,7
2011030502,1.11,0,7
2011030503,1.11,0,7
2011030504,1.1,0,7
2011030505,1.1,0,7
2011030506,1.1,0,7
2011030507,1.1,0,7
2011030508,1.1,0,7
2011030509,1.1,0,7
2011030510,1.1,0,7
2011030511,1.1,0,7
2011030512,1.1,0,7
2011030513,1.1,0,7
2011030514,1.1,0,7
2011030515,1.1,0,7
2011030516,1.1,0,7
2011030517,1.1,0,7
2011030518,1.09,0,7
2011030519,1.09,0,7
2011030520,1.09,0,7
2011030521,1.09,0,7
2011030522,1.09,0,7
2011030523,1.09,0,7
2011030524,1.09,0,7
2011030601,1.09,0,7
2011030602,1.09,0,7
2011030603,1.09,0,7
2011030604,1.09,0,7
2011030605,1.09,0,7
2011030606,1.09,0,7
2011030607,1.09,0,7
2011030608,1.09,0,7
2011030609,1.09,0,7
2011030610,1.09,0,7
2011030611,1.09,0,7
2011030612,1.09,0,7
2011030613,1.09,0,7
2011030614,1.09,0,7
2011030615,1.09,0,7
2011030616,1.09,0,7
2011030617,1.09,0,7
2011030618,1.08,0,7
2011030619,1.08,0,7
2011030620,1.08,0,7
2011030621,1.08,0,7
2011030622,1.08,0,7
2011030623,1.08,0,7
2011030624,1.08,0,7
2011030701,1.08,0,7
2011030702,1.08,0,7
2011030703,1.08,0,7
2011030704,1.08,0,7
2011030705,1.07,0,7
2011030706,1.07,0,7
2011030707,1.07,0,7
2011030708,1.07,0,7
2011030709,1.07,0,7
2011030710,1.07,0,7
2011030711,1.07,0,7
2011030712,1.07,0,7
2011030713,1.06,0,7
2011030714,1.06,0,7
2011030715,1.06,0,7
2011030716,1.06,0,7
2011030717,1.06,0,7
2011030718,1.06,0,7
2011030719,1.06,0,7
2011030720,1.06,0,7
2011030721,1.06,0,7
2011030722,1.06,0,7
2011030723,1.06,0,7
2011030724,1.06,0,7
2011030801,1.06,0,7
2011030802,1.06,0,7
2011030803,1.06,0,7
2011030804,1.06,0,7
2011030805,1.06,0,7
2011030806,1.06,0,7
2011030807,1.06,0,7
2011030808,1.06,0,7
2011030809,1.06,0,7
2011030810,1.06,0,7
2011030811,1.06,0,7
2011030812,1.06,0,7
2011030813,1.06,0,7
2011030814,1.06,0,7
2011030815,1.07,0,7
2011030816,1.07,0,7
2011030817,1.07,0,7
2011030818,1.07,0,7
2011030819,1.07,0,7
2011030820,1.07,0,7
2011030821,1.07,0,7
2011030822,1.07,0,7
2011030823,1.06,0,7
2011030824,1.06,0,7
2011030901,1.06,0,7
2011030902,1.06,0,7
2011030903,1.06,0,7
2011030904,1.06,0,7
2011030905,1.06,0,7
2011030906,1.06,0,7
2011030907,1.06,0,7
2011030908,1.06,0,7
2011030909,1.06,0,7
2011030910,1.06,0,7
2011030911,1.06,0,7
2011030912,1.06,0,7
2011030913,1.06,0,7
2011030914,1.06,0,7
2011030915,1.06,0,7
2011030916,1.06,0,7
2011030917,1.06,0,7
2011030918,1.06,0,7
2011030919,1.06,0,7
2011030920,1.06,0,7
2011030921,1.06,0,7
2011030922,1.06,0,7
2011030923,1.06,0,7
2011030924,1.06,0,7
2011031001,1.06,0,7
2011031002,1.06,0,7
2011031003,1.06,0,7
2011031004,1.06,0,7
2011031005,1.06,0,7
2011031006,1.06,0,7
2011031007,1.05,0,7
2011031008,1.05,0,7
2011031009,1.05,0,7
2011031010,1.05,0,7
2011031011,1.05,0,7
2011031012,1.05,0,7
2011031013,1.05,0,7
2011031014,1.05,0,7
2011031015,1.05,0,7
2011031016,1.05,0,7
2011031017,1.05,0,7
2011031018,1.05,0,7
2011031019,1.05,0,7
2011031020,1.05,0,7
2011031021,1.05,0,7
2011031022,1.05,0,7
2011031023,1.05,0,7
2011031024,1.05,0,7
2011031101,1.05,0,7
2011031102,1.05,0,7
2011031103,1.05,0,7
2011031104,1.05,0,7
2011031105,1.05,0,7
2011031106,1.05,0,7
2011031107,1.05,0,7
2011031108,1.05,0,7
2011031109,1.05,0,7
2011031110,1.05,0,7
2011031111,1.05,0,7
2011031112,1.05,0,7
2011031113,1.05,0,7
2011031114,1.05,0,7
2011031115,1.05,0,7
2011031116,1.05,0,7
2011031117,1.05,0,7
2011031118,1.05,0,7
2011031119,1.05,0,7
2011031120,1.05,0,7
2011031121,1.05,0,7
2011031122,1.05,0,7
2011031123,1.05,0,7
2011031124,1.05,0,7
2011031201,1.05,0,7
2011031202,1.05,0,7
2011031203,1.05,0,7
2011031204,1.05,0,7
2011031205,1.05,0,7
2011031206,1.05,0,7
2011031207,1.05,0,7
2011031208,1.05,0,7
2011031209,1.05,0,7
2011031210,1.05,0,7
2011031211,1.05,0,7
2011031212,1.05,0,7
2011031213,1.05,0,7
2011031214,1.05,0,7
2011031215,1.05,0,7
2011031216,1.05,0,7
2011031217,1.05,0,7
2011031218,1.05,0,7
2011031219,1.05,0,7
2011031220,1.05,0,7
2011031221,1.05,0,7
2011031222,1.05,0,7
